word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
tables.,17135,435.47,,,,,,,,,447.66,208.42,,281.6,276.66,,232.68,163.47,371.66,268.58,420.77,382.33,,333.02,,,,,252.74,284.2,,,,302.29,186.42,411.41,309.37529411764700
But,17136,346.12,,,,,,,,,243.42,175.57,,248.58,350.25,,191.83,138.82,311.56,318.16,389.7,215.98,,318.44,,,,,235.81,205.89,,,,301.16,276.4,311.55,269.3670588235290
don't,17137,617.58,,,,,,,,,253.58,156.52,,269.41,269.64,,199.43,178.51,255.01,256.29,389.02,188.91,,256.59,,,,,182.06,248.16,,,,228.59,190.64,350.98,264.17176470588200
tell,17138,389.87,,,,,,,,,234.5,166.92,,236.89,405.15,,177.73,162.15,259.87,301.17,404.35,164.54,,277.4,,,,,181.72,261.04,,,,268.19,246.25,486.38,272.0070588235290
that,17139,309.19,,,,,,,,,244.72,171.85,,223.11,319.09,,198.7,188.48,427.35,260.61,550.35,158.82,,271.6,,,,,197.3,276.49,,,,219.68,179.09,314.86,265.37
to,17140,308.64,,,,,,,,,270.92,184.83,,230.72,289.17,,193.02,172.06,266.62,300.1,421.41,177.22,,271.13,,,,,391.6,254.71,,,,544.58,184.04,212.93,274.9235294117650
a,17141,300.1,,,,,,,,,254.45,224.46,,278.25,254.02,,192.64,145.06,378.17,227.56,436.64,478.17,,286.62,,,,,182.91,259.56,,,,279.64,151.72,329.87,274.10823529411800
veteran,17142,339.54,,,,,,,,,243.32,200.05,,256.45,226.86,,186.89,144.76,286.85,299.16,486.62,200.0,,323.42,,,,,158.53,211.02,,,,321.86,143.36,318.59,255.7223529411770
of,17143,338.94,,,,,,,,,253.48,154.36,,237.27,298.46,,194.54,144.45,635.65,242.61,459.11,218.35,,389.52,,,,,184.89,223.95,,,,291.91,151.1,256.73,275.01882352941200
the,17144,287.68,,,,,,,,,234.39,180.72,,263.48,199.21,,196.81,152.21,237.23,244.83,418.32,207.27,,284.85,,,,,208.56,239.53,,,,240.76,182.77,245.59,236.71823529411800
Fighting,17145,348.48,,,,,,,,,228.61,204.33,,247.03,361.57,,199.09,162.53,231.48,302.99,438.88,196.15,,318.99,,,,,205.51,233.82,,,,258.99,166.45,239.77,255.56882352941200
"Seventh,",17146,363.86,,,,,,,,,236.13,246.63,,227.91,275.54,,257.39,436.83,839.01,262.48,416.83,182.42,,329.08,,,,,223.72,220.04,,,,303.79,187.44,305.99,312.65235294117600
especially,17147,285.93,,,,,,,,,246.39,171.44,,291.43,549.75,,286.28,150.75,1168.37,326.01,557.42,302.11,,493.83,,,,,239.3,307.58,,,,311.27,203.04,313.51,364.9652941176470
in,17148,392.06,,,,,,,,,243.26,136.45,,360.25,212.78,,208.41,182.43,443.82,258.73,439.16,237.5,,338.34,,,,,313.55,267.01,,,,318.73,173.3,280.93,282.74764705882400
a,17149,399.35,,,,,,,,,269.47,221.53,,250.3,257.74,,221.36,302.08,333.69,263.57,417.12,199.72,,295.09,,,,,187.66,290.5,,,,256.85,266.29,259.11,275.96647058823500
saloon,17150,281.38,,,,,,,,,229.01,165.1,,231.18,470.62,,204.91,197.52,594.5,255.13,349.74,186.01,,299.93,,,,,179.29,167.37,,,,253.65,177.83,231.98,263.24411764705900
on,17151,339.52,,,,,,,,,260.56,279.4,,270.78,389.85,,231.19,175.82,540.14,283.99,397.08,385.63,,296.73,,,,,312.28,316.33,,,,306.51,142.78,431.53,315.30117647058800
Saturday,17152,336.28,,,,,,,,,212.02,153.61,,262.27,277.1,,262.74,172.77,224.55,238.1,559.05,208.96,,357.46,,,,,314.35,206.43,,,,810.02,174.02,253.9,295.50764705882300
night.,17153,316.97,,,,,,,,,209.0,219.95,,213.78,319.26,,238.24,209.78,232.17,269.15,618.78,354.81,,340.22,,,,,291.8,250.89,,,,285.37,179.02,450.72,294.11235294117700
Of,17154,321.16,,,,,,,,,248.04,139.26,,316.91,494.12,,236.89,203.43,374.4,305.44,382.12,260.42,,296.11,,,,,301.64,353.9,,,,278.6,191.28,313.21,295.1135294117650
all,17155,283.24,,,,,,,,,260.9,152.31,,255.04,490.59,,247.18,197.66,267.03,240.92,373.42,211.87,,308.91,,,,,189.08,267.94,,,,368.78,534.89,387.28,296.2964705882350
the,17156,333.35,,,,,,,,,228.39,167.99,,267.89,287.14,,244.04,223.94,242.59,307.1,330.11,520.81,,308.39,,,,,196.7,283.43,,,,237.46,315.29,250.61,279.1311764705880
thousands,17157,354.16,,,,,,,,,227.97,109.01,,219.39,227.97,,238.2,271.54,284.8,266.55,406.88,378.62,,299.81,,,,,271.0,253.55,,,,487.7,597.41,663.47,326.94294117647100
of,17158,308.17,,,,,,,,,227.54,196.71,,242.97,347.53,,224.42,223.02,462.91,290.06,395.46,295.32,,267.27,,,,,334.51,250.43,,,,260.2,175.12,246.43,279.29823529411800
men,17159,331.59,,,,,,,,,243.12,78.98,,245.21,210.87,,183.99,206.63,246.16,278.87,373.43,252.08,,354.82,,,,,355.29,239.28,,,,235.69,164.11,227.27,248.67000000000000
who,17160,312.38,,,,,,,,,245.36,177.49,,239.38,263.79,,327.67,211.52,283.02,281.06,346.12,337.0,,356.77,,,,,293.27,225.51,,,,293.93,150.43,250.8,270.32352941176500
have,17161,343.79,,,,,,,,,231.54,510.52,,233.63,215.34,,188.4,208.48,277.15,283.22,345.52,533.7,,278.83,,,,,194.11,225.07,,,,266.71,174.13,239.67,279.40058823529400
served,17162,303.17,,,,,,,,,127.14,309.61,,235.8,316.23,,148.02,197.37,279.3,293.37,392.98,234.15,,288.97,,,,,236.35,288.66,,,,250.22,171.09,225.91,252.8435294117650
in,17163,310.68,,,,,,,,,260.16,149.08,,254.07,222.32,,155.69,175.69,609.47,298.21,338.93,284.35,,277.78,,,,,270.59,237.47,,,,303.07,144.06,257.5,267.59529411764700
the,17164,286.13,,,,,,,,,203.71,140.76,,250.91,205.94,,214.07,188.66,477.78,255.0,335.66,257.2,,303.94,,,,,254.11,239.68,,,,278.54,175.84,246.38,253.78294117647100
7th,17165,440.22,,,,,,,,,245.98,148.47,,231.82,400.19,,163.02,340.32,335.68,275.82,340.39,214.1,,271.44,,,,,234.99,209.9,,,,224.7,132.76,235.23,261.4723529411760
"Cav,",17166,266.13,,,,,,,,,226.78,140.14,,263.34,426.15,,189.33,147.71,292.38,254.01,315.78,194.95,,302.9,,,,,213.16,206.86,,,,264.25,177.85,237.41,242.30176470588200
perhaps,17167,313.67,,,,,,,,,258.39,131.81,,414.89,545.43,,212.94,195.35,369.2,290.83,677.85,437.22,,526.41,,,,,402.14,187.8,,,,471.8,142.78,263.63,343.65529411764700
no,17168,371.76,,,,,,,,,471.26,168.87,,267.52,752.57,,257.92,205.68,565.89,271.68,391.45,303.13,,360.14,,,,,340.09,267.43,,,,311.01,166.53,255.18,336.9476470588240
one,17169,296.48,,,,,,,,,246.47,93.9,,275.01,431.31,,201.43,194.61,330.23,263.16,350.76,334.64,,314.23,,,,,259.48,210.91,,,,254.46,187.5,228.04,263.09529411764700
knows,17170,301.27,,,,,,,,,195.34,83.0,,205.2,422.55,,171.65,180.9,367.01,262.66,462.11,275.38,,276.28,,,,,203.01,231.89,,,,259.31,243.15,235.59,257.4294117647060
its,17171,516.68,,,,,,,,,373.58,165.45,,210.05,389.85,,192.65,164.5,347.69,294.22,397.31,285.54,,302.42,,,,,221.26,199.4,,,,330.8,237.31,485.86,300.85705882352900
spirit,17172,318.47,,,,,,,,,210.25,114.46,,255.03,293.15,,162.96,174.87,363.08,266.99,367.32,239.67,,301.93,,,,,252.81,241.72,,,,287.58,175.57,271.71,252.79823529411800
better,17173,328.61,,,,,,,,,215.23,332.81,,275.85,257.99,,197.26,163.86,453.08,250.51,395.97,441.89,,317.34,,,,,377.73,195.9,,,,308.41,164.56,239.16,289.1858823529410
than,17174,341.35,,,,,,,,,204.13,209.55,,254.06,222.82,,175.59,182.14,393.7,295.42,365.98,283.84,,351.45,,,,,254.42,246.24,,,,227.83,182.86,249.38,261.2211764705880
Lieutenant,17175,308.75,,,,,,,,,230.43,646.52,,266.87,230.45,,212.53,173.84,379.65,284.2,439.98,757.93,,406.85,,,,,211.23,195.07,,,,483.41,182.5,238.24,332.2617647058820
Colonel,17176,316.15,,,,,,,,,254.0,146.74,,266.39,453.98,,193.49,362.8,426.96,342.37,353.96,671.4,,371.43,,,,,272.2,205.37,,,,373.24,142.13,280.46,319.59235294117600
Melbourne,17177,630.29,,,,,,,,,314.88,154.46,,401.96,602.58,,211.73,204.85,442.28,245.75,363.99,678.27,,960.12,,,,,295.7,471.66,,,,457.94,181.82,306.62,407.34705882352900
C.,17178,341.25,,,,,,,,,228.98,148.8,,331.88,396.19,,256.69,199.08,596.13,258.61,2197.96,543.79,,1241.26,,,,,412.46,278.81,,,,374.51,389.49,434.11,507.6470588235300
Chandler.,17179,596.6,,,,,,,,,324.56,148.5,,280.67,638.17,,197.53,153.4,709.84,298.12,1357.19,566.94,,953.96,,,,,409.07,217.04,,,,539.16,188.82,252.0,460.6805882352940
Wiry,17180,541.69,,,,,,,,,246.09,142.44,,276.86,310.99,,207.42,232.73,261.97,281.14,362.26,373.19,,501.02,,,,,284.9,239.93,,,,316.09,259.87,232.28,298.28647058823500
and,17181,348.8,,,,,,,,,226.9,198.14,,295.07,478.43,,180.34,170.92,301.48,267.33,396.24,401.91,,364.16,,,,,401.68,234.2,,,,462.24,243.35,386.47,315.15647058823500
"burr-headed,",17182,388.19,,,,,,,,,234.52,168.41,,347.86,568.33,,211.95,167.93,1132.91,258.84,422.25,627.87,,254.18,,,,,299.69,260.39,,,,845.43,277.54,297.84,397.89000000000000
with,17183,411.47,,,,,,,,,236.7,125.43,,1091.24,308.7,,216.92,180.94,416.45,471.68,421.53,546.82,,539.06,,,,,552.5,443.9,,,,358.7,207.72,630.66,421.2011764705880
steel,17184,360.09,,,,,,,,,246.99,186.44,,302.8,252.12,,277.79,188.53,365.07,254.89,412.75,577.9,,463.44,,,,,330.17,245.81,,,,320.75,164.68,269.59,307.04764705882400
blue,17185,346.12,,,,,,,,,547.83,74.13,,286.32,344.98,,191.99,188.19,335.12,291.72,425.37,1318.28,,318.65,,,,,318.9,242.7,,,,258.88,174.99,261.12,348.54647058823500
eyes,17186,337.55,,,,,,,,,306.88,236.55,,248.45,256.41,,199.59,195.78,531.82,256.56,328.63,334.88,,296.79,,,,,1433.03,244.9,,,,255.75,172.0,260.62,346.8347058823530
and,17187,350.3,,,,,,,,,298.38,182.76,,309.31,261.27,,185.87,150.1,376.3,301.43,469.41,355.56,,317.56,,,,,350.8,255.14,,,,260.61,193.0,228.13,285.0547058823530
a,17188,325.68,,,,,,,,,279.13,294.43,,252.73,380.77,,193.56,461.76,604.97,284.89,444.61,221.64,,367.68,,,,,246.19,243.99,,,,236.07,171.22,267.68,310.4117647058820
chest,17189,367.8,,,,,,,,,201.32,179.25,,241.65,484.11,,179.83,148.97,382.67,255.03,430.55,309.23,,276.32,,,,,187.01,206.2,,,,246.34,176.24,259.23,266.5735294117650
splattered,17190,348.46,,,,,,,,,547.57,608.23,,363.88,285.96,,195.4,188.71,397.95,267.9,421.8,276.62,,366.52,,,,,234.66,243.13,,,,251.16,189.26,288.08,322.07588235294100
with,17191,427.84,,,,,,,,,234.69,212.5,,277.84,320.09,,189.75,204.33,631.95,299.4,381.08,446.86,,331.18,,,,,212.85,405.35,,,,320.01,452.82,364.89,336.08411764705900
"medals,",17192,419.13,,,,,,,,,332.86,185.42,,216.04,202.21,,213.32,238.58,414.92,264.17,340.39,328.73,,351.95,,,,,265.77,255.32,,,,386.12,257.4,630.94,311.95705882352900
Chandler,17193,759.69,,,,,,,,,297.64,337.11,,548.97,292.46,,210.25,216.83,1547.5,271.72,355.79,733.44,,623.31,,,,,209.29,444.19,,,,425.45,478.26,373.84,477.9847058823530
is,17194,361.18,,,,,,,,,294.47,141.83,,292.02,273.3,,239.17,277.72,417.1,327.23,405.83,305.58,,294.3,,,,,238.2,326.12,,,,288.74,208.11,322.58,294.9105882352940
the,17195,331.18,,,,,,,,,219.25,133.5,,264.82,211.41,,209.39,239.87,309.72,251.94,306.41,233.11,,251.06,,,,,264.43,202.85,,,,245.55,173.03,308.64,244.48
epitome,17196,327.96,,,,,,,,,266.78,298.6,,240.32,272.42,,206.36,202.15,533.12,288.86,577.89,467.24,,343.94,,,,,239.94,205.14,,,,226.38,194.08,292.08,304.89764705882400
of,17197,348.68,,,,,,,,,306.28,159.35,,242.58,343.86,,235.27,212.38,441.6,317.6,406.27,578.5,,639.33,,,,,538.2,338.08,,,,274.0,172.3,304.88,344.65647058823500
the,17198,380.09,,,,,,,,,209.74,153.75,,268.82,359.25,,229.51,233.38,251.47,263.71,386.85,230.89,,272.98,,,,,302.59,230.79,,,,260.16,169.29,312.36,265.625294117647
old-time,17199,419.4,,,,,,,,,238.67,124.08,,236.29,1297.34,,189.07,203.56,464.36,303.23,370.19,222.39,,272.5,,,,,350.08,222.36,,,,259.67,158.27,383.78,336.1905882352940
trooper.,17200,392.04,,,,,,,,,232.94,150.47,,294.55,332.56,,236.68,317.8,655.62,286.7,406.9,237.98,,279.96,,,,,285.48,213.95,,,,291.12,200.67,287.14,300.15058823529400
The,17201,310.76,,,,,,,,,234.75,269.86,,245.01,291.21,,219.85,191.58,365.04,235.04,365.36,194.08,,302.71,,,,,316.29,229.04,,,,276.57,255.94,267.34,268.8488235294120
truth,17202,350.2,,,,,,,,,220.96,165.39,,239.19,816.07,,216.76,199.16,255.07,269.23,346.02,172.33,,270.16,,,,,190.43,244.59,,,,326.76,180.78,242.83,276.8194117647060
"is,",17203,349.58,,,,,,,,,196.48,143.68,,249.41,204.09,,237.68,313.5,291.87,276.7,385.41,353.36,,293.64,,,,,246.06,278.77,,,,323.49,164.44,325.06,272.54235294117600
"however,",17204,412.93,,,,,,,,,238.76,111.39,,270.3,374.34,,183.89,203.59,336.72,286.91,408.77,200.76,,354.48,,,,,338.91,256.97,,,,413.55,230.77,727.16,314.7176470588240
that,17205,369.55,,,,,,,,,224.97,305.78,,253.78,459.08,,183.53,197.83,653.44,291.68,509.41,243.06,,284.51,,,,,287.64,261.83,,,,306.16,166.35,283.31,310.70058823529400
when,17206,382.27,,,,,,,,,192.56,169.23,,226.67,351.59,,215.2,224.09,377.72,272.54,444.53,269.25,,294.68,,,,,492.43,213.31,,,,265.63,179.33,277.43,285.2035294117650
Mel,17207,517.56,,,,,,,,,240.18,166.26,,266.22,201.64,,156.08,167.71,310.4,264.01,462.43,204.77,,259.49,,,,,160.95,250.23,,,,225.13,178.93,239.57,251.26823529411800
Chandler,17208,335.44,,,,,,,,,202.44,283.25,,233.77,419.91,,206.46,180.74,461.88,303.51,445.65,287.05,,322.98,,,,,267.31,247.19,,,,280.76,194.61,321.82,293.81
first,17209,396.09,,,,,,,,,316.68,221.41,,268.01,227.17,,251.34,348.36,501.04,262.96,447.57,371.78,,285.07,,,,,386.78,268.01,,,,370.86,460.88,251.9,331.5241176470590
reported,17210,358.08,,,,,,,,,222.77,140.96,,339.5,306.69,,232.27,211.68,428.23,262.46,332.09,240.54,,295.23,,,,,330.1,251.49,,,,327.57,180.07,280.81,278.8552941176470
to,17211,352.14,,,,,,,,,342.35,132.62,,320.21,370.15,,223.8,240.64,411.43,286.01,392.89,274.75,,348.06,,,,,166.9,416.41,,,,268.34,195.67,250.91,293.72235294117600
the,17212,367.55,,,,,,,,,269.78,513.74,,234.34,310.88,,215.4,202.86,240.06,240.14,402.87,220.89,,315.48,,,,,259.88,309.02,,,,259.86,173.98,255.83,281.91529411764700
regiment,17213,396.17,,,,,,,,,749.29,595.52,,228.56,502.36,,180.32,157.11,338.31,290.35,380.82,172.43,,301.52,,,,,227.39,268.48,,,,235.32,154.97,284.7,321.3894117647060
the,17214,318.16,,,,,,,,,252.03,493.13,,260.13,293.43,,211.93,207.48,327.05,231.25,372.12,161.47,,341.0,,,,,226.91,251.96,,,,277.53,133.27,262.79,271.86117647058800
only,17215,440.24,,,,,,,,,320.94,337.68,,227.66,290.23,,232.91,188.43,275.76,278.72,408.85,323.8,,324.39,,,,,258.52,264.79,,,,327.73,170.32,286.33,291.60588235294100
steed,17216,610.16,,,,,,,,,299.03,134.43,,235.22,231.08,,211.07,220.05,525.96,272.94,349.45,213.9,,302.5,,,,,247.41,512.37,,,,286.26,172.11,319.67,302.56529411764700
he,17217,310.52,,,,,,,,,274.48,491.42,,797.39,1094.63,,223.99,139.62,471.75,315.08,508.86,210.78,,309.91,,,,,364.27,343.47,,,,512.42,137.13,489.79,411.50058823529400
had,17218,317.92,,,,,,,,,252.6,567.96,,286.82,322.25,,223.56,259.32,326.93,285.19,371.94,311.74,,317.34,,,,,606.32,262.84,,,,311.58,166.19,254.33,320.2841176470590
ever,17219,304.04,,,,,,,,,249.47,636.29,,307.6,276.3,,215.17,194.84,443.72,271.33,424.64,199.15,,279.42,,,,,303.92,246.41,,,,367.01,147.18,267.21,301.9823529411770
ridden,17220,399.47,,,,,,,,,142.4,157.91,,275.05,366.48,,204.12,157.07,493.58,246.86,503.9,169.43,,345.57,,,,,311.41,259.27,,,,267.7,138.89,290.66,278.2217647058820
was,17221,329.45,,,,,,,,,374.08,120.29,,285.2,355.17,,246.38,159.41,458.11,243.73,487.08,734.44,,297.0,,,,,382.83,258.79,,,,371.18,162.57,287.5,326.6594117647060
a,17222,318.2,,,,,,,,,250.7,178.65,,207.36,269.23,,195.24,169.75,374.69,285.95,403.57,202.61,,333.8,,,,,350.2,255.64,,,,335.91,188.92,276.25,270.39235294117600
swivel,17223,328.34,,,,,,,,,247.63,175.69,,244.29,252.67,,205.55,302.73,459.35,288.11,597.52,172.83,,298.6,,,,,309.59,252.45,,,,364.62,156.51,246.45,288.40764705882400
chair,17224,349.06,,,,,,,,,244.47,180.66,,262.48,641.59,,215.8,198.19,495.93,289.66,467.72,187.84,,286.62,,,,,374.87,275.47,,,,302.62,142.83,371.28,311.005294117647
and,17225,316.4,,,,,,,,,238.66,708.29,,286.04,259.21,,228.75,176.52,412.39,270.5,530.89,195.48,,595.43,,,,,323.57,301.68,,,,310.11,150.59,303.96,329.91000000000000
the,17226,342.51,,,,,,,,,248.87,155.15,,272.17,304.01,,236.27,341.49,288.99,254.03,919.32,189.76,,309.09,,,,,869.69,253.09,,,,253.53,158.23,263.41,332.9182352941180
only,17227,317.91,,,,,,,,,245.77,173.44,,287.69,399.47,,238.49,212.84,429.83,314.88,632.55,189.37,,284.55,,,,,340.25,281.98,,,,250.4,160.63,254.95,295.0
weapon,17228,328.04,,,,,,,,,423.95,298.46,,292.45,281.5,,200.76,193.83,333.06,252.94,503.47,165.03,,286.72,,,,,259.64,260.16,,,,271.29,170.91,267.82,281.7664705882350
he,17229,332.74,,,,,,,,,223.22,143.23,,209.26,387.66,,226.98,188.09,377.86,257.84,406.68,175.34,,296.87,,,,,267.12,275.68,,,,366.83,175.95,267.33,269.3341176470590
had,17230,297.52,,,,,,,,,214.86,134.96,,246.23,338.99,,226.57,171.68,214.55,270.72,427.25,180.34,,285.64,,,,,218.69,261.84,,,,243.51,132.89,234.83,241.23941176470600
ever,17231,550.31,,,,,,,,,235.72,379.99,,243.11,247.71,,178.16,160.71,243.45,286.24,434.57,155.95,,327.85,,,,,226.19,237.28,,,,301.73,177.99,285.09,274.82647058823500
wielded,17232,357.38,,,,,,,,,261.99,147.32,,221.31,252.54,,207.15,211.02,429.66,248.37,540.45,158.27,,308.6,,,,,257.82,255.55,,,,517.13,222.93,399.19,293.9223529411760
was,17233,271.45,,,,,,,,,205.52,131.0,,236.85,305.39,,188.07,143.94,516.9,229.24,459.54,160.65,,291.99,,,,,326.69,316.38,,,,294.97,150.53,401.18,272.37
a,17234,302.93,,,,,,,,,234.42,168.08,,231.1,200.89,,195.68,175.68,246.72,268.81,408.09,555.01,,280.84,,,,,315.43,254.5,,,,299.75,150.23,323.15,271.2535294117650
pencil.,17235,414.41,,,,,,,,,244.64,205.09,,222.63,331.13,,190.02,180.65,219.59,284.32,1244.7,172.69,,523.0,,,,,237.48,259.37,,,,232.56,205.91,573.22,337.73
Chandler,17236,274.41,,,,,,,,,235.5,95.06,,312.16,276.8,,245.22,219.75,377.55,267.35,500.55,190.29,,310.82,,,,,220.27,271.63,,,,287.52,250.51,483.64,283.4723529411770
had,17237,348.58,,,,,,,,,229.73,196.11,,271.63,262.97,,343.38,152.68,342.22,306.81,435.67,333.9,,358.23,,,,,515.8,327.13,,,,316.29,215.4,565.48,324.8241176470590
been,17238,315.93,,,,,,,,,189.27,102.39,,287.16,222.48,,214.83,195.0,413.63,250.28,445.61,218.66,,264.25,,,,,229.61,315.86,,,,350.42,268.33,263.17,267.46352941176500
commissioned,17239,318.02,,,,,,,,,228.9,214.2,,243.95,182.04,,235.71,141.3,274.29,223.14,1623.54,794.23,,615.85,,,,,621.2,285.98,,,,285.82,203.87,614.72,418.04470588235300
in,17240,368.17,,,,,,,,,252.45,323.12,,262.1,357.69,,237.91,340.98,420.43,262.71,596.93,312.95,,284.12,,,,,284.15,408.14,,,,335.99,158.09,227.0,319.5841176470590
the,17241,332.81,,,,,,,,,233.34,165.21,,245.69,223.7,,216.19,196.33,243.71,262.25,542.6,219.06,,294.29,,,,,230.32,236.77,,,,260.73,216.48,210.56,254.70823529411800
Medical,17242,313.59,,,,,,,,,243.58,298.2,,271.9,279.29,,237.06,166.65,597.89,293.74,765.75,271.96,,251.05,,,,,221.84,222.96,,,,260.24,173.35,231.52,300.03352941176500
Service,17243,387.69,,,,,,,,,213.8,182.97,,202.05,457.49,,223.27,195.65,399.56,266.54,535.16,271.49,,479.93,,,,,221.43,214.55,,,,331.69,170.36,231.09,293.21882352941200
Corps,17244,346.98,,,,,,,,,234.7,206.66,,244.3,278.01,,238.85,189.91,257.56,274.08,627.55,287.0,,361.81,,,,,276.97,227.5,,,,312.5,159.34,238.63,280.1382352941180
and,17245,322.4,,,,,,,,,236.89,155.52,,286.55,232.2,,209.07,117.51,470.4,236.21,458.56,267.79,,323.88,,,,,311.16,267.0,,,,346.54,169.67,272.89,275.5435294117650
was,17246,308.53,,,,,,,,,247.16,141.94,,296.69,274.39,,214.05,175.95,277.58,294.46,415.09,203.29,,301.94,,,,,246.63,242.58,,,,289.92,158.66,240.38,254.66117647058800
serving,17247,651.94,,,,,,,,,211.97,181.59,,237.45,252.54,,202.96,148.95,247.81,243.29,499.74,269.63,,309.4,,,,,251.44,244.8,,,,302.74,193.08,234.64,275.52764705882400
as,17248,432.21,,,,,,,,,224.9,125.25,,223.67,225.42,,205.25,124.65,236.61,293.45,466.82,213.05,,236.81,,,,,200.31,278.97,,,,294.24,176.69,244.84,247.24352941176500
a,17249,287.49,,,,,,,,,216.5,119.59,,231.31,208.97,,223.49,159.0,350.88,234.3,442.09,209.98,,327.07,,,,,218.64,297.16,,,,306.98,173.63,215.05,248.36058823529400
personnel,17250,444.27,,,,,,,,,237.4,449.99,,246.86,381.96,,167.08,177.38,318.22,252.48,395.96,638.91,,403.79,,,,,194.21,589.99,,,,338.49,154.66,571.95,350.80000000000000
officer,17251,358.14,,,,,,,,,263.62,190.61,,259.75,229.29,,220.08,262.32,440.33,273.37,405.96,504.51,,285.76,,,,,660.51,276.94,,,,383.17,156.95,216.39,316.9235294117650
for,17252,344.18,,,,,,,,,223.12,150.23,,243.25,308.85,,179.65,229.93,362.29,251.49,431.94,239.66,,346.54,,,,,291.35,399.11,,,,294.54,175.33,213.26,275.57176470588200
the,17253,415.61,,,,,,,,,238.7,165.92,,253.43,172.25,,219.31,213.41,252.28,248.41,543.16,321.92,,329.93,,,,,256.22,289.07,,,,315.37,196.28,218.23,273.50000000000000
Kansas,17254,364.25,,,,,,,,,240.95,224.25,,266.27,401.31,,170.82,194.39,441.18,253.22,398.24,220.04,,326.71,,,,,309.04,389.92,,,,309.44,174.62,239.11,289.63294117647000
City,17255,414.28,,,,,,,,,243.22,207.83,,273.85,267.28,,319.82,244.67,339.1,282.12,2952.23,352.96,,315.45,,,,,276.45,245.25,,,,340.92,139.59,241.38,438.6117647058820
Medical,17256,378.9,,,,,,,,,229.41,332.72,,244.01,322.77,,225.9,214.89,279.78,292.24,467.7,280.3,,341.55,,,,,278.64,202.15,,,,292.26,208.67,235.6,283.97
Depot,17257,402.22,,,,,,,,,252.93,169.47,,278.17,284.86,,281.54,171.77,449.96,217.08,394.89,330.47,,268.96,,,,,280.81,516.36,,,,305.05,173.52,277.77,297.40176470588200
when,17258,364.21,,,,,,,,,233.86,398.46,,240.33,207.0,,235.66,184.76,614.54,246.04,516.82,231.25,,380.45,,,,,354.99,294.18,,,,240.54,194.54,647.96,328.5641176470590
he,17259,374.23,,,,,,,,,228.05,176.47,,506.54,587.96,,213.91,168.4,338.83,242.88,390.68,246.82,,315.78,,,,,356.96,234.98,,,,298.77,172.78,220.21,298.4852941176470
decided,17260,354.91,,,,,,,,,235.58,381.49,,857.76,194.99,,218.79,157.36,567.61,261.11,334.0,219.69,,389.88,,,,,271.06,213.17,,,,247.58,193.85,187.78,310.97705882352900
that,17261,364.97,,,,,,,,,229.86,244.8,,285.71,293.22,,170.36,143.72,308.01,260.63,426.7,411.19,,357.17,,,,,358.52,266.11,,,,300.43,604.08,627.39,332.5217647058820
if,17262,430.99,,,,,,,,,245.41,278.97,,258.51,210.01,,183.34,151.45,259.43,236.09,362.01,223.83,,319.21,,,,,304.55,249.62,,,,251.85,365.77,226.34,268.0811764705880
he,17263,318.21,,,,,,,,,223.59,313.19,,247.33,230.98,,198.97,207.14,834.96,230.33,364.05,199.39,,329.31,,,,,216.04,230.51,,,,256.74,255.8,201.95,285.79352941176500
was,17264,288.37,,,,,,,,,215.23,363.25,,220.24,198.51,,209.25,148.07,332.21,213.9,342.08,193.73,,318.04,,,,,260.96,238.04,,,,381.63,188.68,196.19,253.43411764705900
going,17265,421.17,,,,,,,,,228.13,197.25,,227.79,200.83,,198.19,155.72,433.0,306.81,389.47,155.95,,312.17,,,,,252.44,240.27,,,,276.91,164.32,198.47,256.40529411764700
to,17266,268.42,,,,,,,,,219.71,183.54,,227.35,235.11,,208.52,134.1,576.26,234.3,332.76,174.36,,303.61,,,,,265.31,234.52,,,,303.05,174.64,200.79,251.55000000000000
make,17267,315.89,,,,,,,,,227.3,127.22,,202.93,205.35,,205.44,123.16,500.63,252.46,361.53,171.32,,327.09,,,,,248.85,212.72,,,,238.5,171.59,275.09,245.12176470588200
the,17268,286.03,,,,,,,,,234.86,220.25,,237.17,207.61,,239.66,613.52,291.75,241.38,435.58,192.32,,275.77,,,,,205.74,233.66,,,,472.76,168.59,293.2,285.2852941176470
