word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
and,33518,,238.17,459.75,191.11,,,,,120.86,235.36,,292.42,,,134.0,196.12,,247.71,193.8,356.79,356.56,,,,269.58,,,304.48,,283.98,209.86,163.87,268.02,178.67,135.16,241.81350000000000
faces,33519,,232.43,722.97,278.68,,,,,131.2,437.54,,353.24,,,115.03,166.43,,204.58,172.02,222.83,270.65,,,,253.03,,,271.98,,254.13,246.84,158.17,195.5,199.59,188.21,253.75250000000000
of,33520,,223.97,356.39,248.9,,,,,128.32,271.51,,363.32,,,125.46,147.42,,318.78,185.02,294.43,342.17,,,,217.95,,,247.51,,290.98,195.65,176.56,269.81,153.93,179.82,236.89500000000000
fear.,33521,,239.53,494.48,213.77,,,,,125.34,273.65,,365.37,,,135.86,187.12,,312.96,184.64,235.2,573.51,,,,238.83,,,228.38,,247.81,245.96,165.55,213.28,148.27,179.48,250.44950000000000
"""Sounds",33522,,230.74,752.22,226.09,,,,,140.8,285.9,,502.81,,,124.58,162.47,,682.6,197.27,249.98,444.07,,,,267.19,,,256.72,,289.37,340.84,151.56,233.72,267.63,160.1,298.333
exactly,33523,,246.29,334.97,329.65,,,,,124.49,328.06,,389.99,,,142.94,196.76,,268.16,175.58,278.84,677.95,,,,298.69,,,261.63,,270.2,484.21,151.3,267.95,187.17,162.5,278.8665
like,33524,,235.15,459.72,222.4,,,,,150.88,252.77,,349.3,,,142.64,175.07,,299.65,172.53,305.0,375.57,,,,306.11,,,581.14,,293.67,326.04,174.97,243.45,226.75,164.84,272.88250000000000
last,33525,,229.38,314.94,237.98,,,,,158.55,241.67,,332.66,,,134.37,180.08,,371.07,193.57,184.45,388.24,,,,281.63,,,212.11,,242.54,266.76,155.91,229.66,170.32,191.18,235.8535
"time.""",33526,,244.94,356.97,344.19,,,,,320.95,243.9,,425.4,,,131.38,155.68,,311.8,187.84,408.14,451.51,,,,235.72,,,233.08,,300.76,482.3,158.25,237.18,143.32,158.76,276.60350000000000
The,33527,,220.03,342.52,263.1,,,,,277.32,514.99,,322.86,,,120.13,186.98,,267.78,184.48,276.05,335.48,,,,261.5,,,240.05,,267.64,382.25,173.58,231.04,289.35,166.14,266.1635
young,33528,,440.98,333.97,318.61,,,,,135.53,268.76,,356.92,,,138.58,194.67,,235.32,176.16,454.25,540.28,,,,284.96,,,210.25,,459.17,517.55,162.59,310.6,350.22,147.13,301.82500000000000
man,33529,,250.83,338.69,280.74,,,,,140.56,452.22,,310.97,,,114.26,132.9,,389.56,181.16,298.78,304.63,,,,423.12,,,439.21,,327.73,279.34,420.95,230.05,165.62,170.76,282.60400000000000
spoke,33530,,255.79,335.47,250.86,,,,,132.23,280.85,,582.39,,,124.65,185.95,,276.82,188.83,303.55,248.17,,,,286.45,,,425.11,,308.47,441.57,164.21,261.61,170.52,159.75,269.1625
steadily,33531,,228.62,356.14,263.73,,,,,305.26,259.01,,557.41,,,129.68,153.62,,255.01,148.42,223.01,220.99,,,,248.58,,,320.37,,195.88,427.44,182.5,301.11,143.51,146.11,253.32000000000000
"enough,",33532,,228.17,366.24,303.24,,,,,128.72,226.46,,303.14,,,126.76,147.95,,275.88,180.12,382.58,300.56,,,,373.4,,,298.52,,422.2,322.7,182.19,332.54,143.21,161.84,260.32100000000000
but,33533,,243.75,330.86,318.69,,,,,125.84,298.07,,486.67,,,123.81,171.62,,526.03,155.69,349.94,308.04,,,,290.11,,,247.3,,333.41,468.8,149.81,265.28,382.92,164.19,287.04150000000000
all,33534,,269.96,399.62,440.82,,,,,144.17,270.88,,603.12,,,110.21,168.6,,295.84,190.07,237.3,427.48,,,,262.9,,,260.15,,322.19,371.97,189.51,256.85,174.26,182.48,278.91900000000000
at,33535,,245.49,385.57,218.73,,,,,135.92,214.39,,308.81,,,133.97,157.6,,260.63,221.7,271.54,306.69,,,,254.44,,,227.7,,252.25,288.65,181.14,253.67,211.22,166.15,234.81300000000000
once,33536,,239.65,264.92,458.3,,,,,148.97,219.32,,404.29,,,123.01,167.96,,212.11,165.28,263.03,298.19,,,,219.33,,,275.29,,321.17,389.5,348.79,330.52,344.14,163.13,267.84500000000000
he,33537,,233.9,632.47,158.83,,,,,132.6,210.85,,286.26,,,125.43,132.93,,577.07,183.59,254.57,390.98,,,,242.88,,,245.4,,291.22,276.78,148.18,239.26,167.57,165.47,254.81200000000000
looked,33538,,204.14,303.4,273.22,,,,,145.68,215.83,,370.99,,,103.79,178.02,,277.42,191.27,251.4,270.33,,,,293.05,,,226.25,,280.02,286.98,171.82,249.47,148.58,207.81,232.4735
grotesquely,33539,,222.38,454.89,171.33,,,,,121.41,228.74,,343.7,,,119.53,151.0,,319.56,198.86,280.28,501.83,,,,281.94,,,297.88,,402.2,723.82,152.86,222.35,148.25,164.73,275.377
unshaven.,33540,,246.0,811.39,432.35,,,,,243.82,388.34,,999.07,,,97.97,214.68,,1921.66,177.16,362.46,765.01,,,,548.07,,,494.65,,524.2,797.22,483.21,429.94,491.95,479.04,545.4095
The,33541,,226.39,366.95,228.51,,,,,147.06,280.46,,367.52,,,118.81,206.03,,310.04,181.81,294.29,368.32,,,,287.84,,,338.48,,453.34,326.06,167.32,234.05,205.39,195.37,265.20200000000000
middle-aged,33542,,225.96,395.59,372.02,,,,,138.76,202.66,,1124.19,,,121.26,184.25,,237.45,173.41,307.05,1028.99,,,,292.59,,,255.22,,361.95,202.83,132.27,284.27,215.68,157.57,320.6985000000000
man,33543,,225.53,445.63,216.75,,,,,458.45,380.93,,373.01,,,83.61,151.95,,423.67,202.39,290.51,515.34,,,,369.44,,,332.07,,299.95,421.13,377.37,278.37,188.58,159.93,309.7305
said,33544,,225.09,562.19,237.63,,,,,295.01,212.24,,945.7,,,254.12,170.23,,390.97,204.69,279.32,645.13,,,,294.13,,,280.82,,243.41,276.34,174.04,320.52,172.17,234.3,320.90250000000000
over,33545,,224.68,323.91,279.84,,,,,139.81,249.18,,320.18,,,122.99,183.22,,294.32,182.95,265.46,534.78,,,,554.93,,,306.96,,293.59,254.57,275.03,226.63,225.17,156.48,270.7340000000000
and,33546,,224.26,374.01,258.07,,,,,123.52,230.09,,1346.27,,,253.34,142.87,,259.14,190.62,264.99,371.13,,,,428.67,,,1026.42,,314.46,251.37,261.18,226.19,200.82,206.87,347.71450000000000
"over,",33547,,223.82,450.65,334.91,,,,,133.92,293.59,,552.2,,,90.21,182.54,,527.99,190.23,296.55,351.9,,,,435.9,,,464.75,,332.52,256.29,164.74,217.83,163.07,131.74,289.7675
"""Why",33548,,207.44,335.25,259.65,,,,,138.95,282.46,,455.27,,,111.35,134.21,,300.44,173.88,309.35,415.27,,,,341.85,,,512.01,,329.26,261.13,431.03,230.75,157.35,168.83,277.78650000000000
did,33549,,252.33,291.93,267.17,,,,,119.99,284.59,,395.78,,,63.07,227.29,,299.86,170.82,252.74,403.86,,,,325.22,,,319.12,,302.04,236.6,278.27,254.32,167.75,165.8,253.9275
I,33550,,233.22,312.76,186.63,,,,,146.38,214.75,,357.74,,,142.89,170.81,,267.31,167.84,249.61,325.86,,,,263.29,,,273.24,,317.43,270.85,216.49,243.16,164.72,162.8,234.38900000000000
come,33551,,219.43,320.2,250.26,,,,,162.12,227.7,,327.82,,,94.63,175.82,,266.79,164.82,254.51,282.6,,,,270.85,,,315.4,,255.56,222.33,181.38,237.35,167.06,189.14,229.28850000000000
"here,",33552,,392.38,346.29,343.14,,,,,140.45,227.26,,468.59,,,115.7,196.77,,626.29,191.17,395.4,548.74,,,,574.37,,,301.48,,516.39,317.9,437.01,343.57,156.02,244.78,344.18500000000000
why,33553,,263.66,329.67,294.59,,,,,172.1,218.83,,355.77,,,126.13,359.05,,329.26,166.8,277.31,331.79,,,,322.72,,,372.9,,350.22,296.06,262.89,238.95,438.35,222.97,286.5010000000000
did,33554,,207.2,278.43,243.38,,,,,129.08,239.75,,325.85,,,99.17,209.1,,278.0,139.8,271.51,320.64,,,,292.78,,,353.64,,261.66,236.81,366.46,233.21,168.35,182.54,241.86800000000000
I,33555,,228.13,296.64,205.6,,,,,110.2,249.93,,338.57,,,122.95,174.05,,296.19,208.86,318.98,442.67,,,,265.58,,,235.63,,261.12,303.04,203.14,211.39,165.31,190.23,241.4105
come,33556,,235.67,301.44,255.86,,,,,133.94,238.79,,319.25,,,117.3,211.01,,341.0,165.77,273.15,292.55,,,,305.09,,,253.9,,268.66,246.53,165.45,224.32,191.63,173.84,235.75750000000000
"here.""",33557,,237.88,276.83,276.69,,,,,123.0,233.06,,345.36,,,119.7,191.99,,260.4,154.78,275.27,289.35,,,,312.59,,,274.76,,284.18,323.4,199.71,247.93,191.25,186.8,240.24650000000000
Then,33558,,226.33,265.19,227.77,,,,,146.45,218.85,,314.84,,,95.02,188.55,,373.65,178.09,300.88,293.6,,,,268.73,,,313.5,,341.65,225.2,225.56,228.37,198.49,188.82,240.97700000000000
he,33559,,225.9,304.67,299.36,,,,,122.21,202.42,,436.87,,,132.07,180.19,,282.36,183.04,300.33,266.41,,,,276.27,,,291.52,,292.98,200.81,153.2,219.98,192.82,188.46,237.59350000000000
was,33560,,217.52,288.15,178.77,,,,,124.6,212.66,,342.79,,,281.15,163.79,,332.49,206.71,291.75,289.91,,,,262.35,,,344.34,,265.8,211.07,171.47,208.85,176.46,180.05,237.53400000000000
sick.,33561,,214.42,308.95,223.73,,,,,126.99,193.62,,350.21,,,107.34,166.16,,329.23,171.6,320.62,238.73,,,,389.89,,,223.71,,305.29,232.06,168.46,213.81,157.39,171.66,230.6935
Amid,33562,,229.51,523.88,300.15,,,,,126.47,224.8,,407.74,,,109.53,173.42,,311.8,154.9,298.1,227.22,,,,332.58,,,302.8,,290.85,268.11,159.79,239.6,202.11,173.58,252.84700000000000
the,33563,,221.09,285.66,379.58,,,,,120.85,216.41,,396.29,,,117.2,178.47,,279.23,197.21,318.85,282.78,,,,305.32,,,262.29,,279.66,195.56,162.17,217.87,212.35,186.57,240.7705
crackle,33564,,228.68,327.85,256.29,,,,,123.24,213.3,,574.26,,,39.59,159.41,,241.43,183.48,296.98,236.91,,,,288.77,,,253.77,,257.84,205.91,124.52,214.79,185.29,194.23,230.32700000000000
of,33565,,236.21,372.52,237.1,,,,,125.65,202.26,,322.69,,,378.16,193.8,,235.61,191.17,341.8,383.11,,,,357.57,,,290.62,,302.68,264.13,230.93,243.7,168.95,188.53,263.3595
small,33566,,214.47,241.22,287.34,,,,,144.02,212.49,,460.79,,,102.81,148.08,,293.81,174.81,389.16,286.5,,,,807.65,,,274.15,,278.12,239.66,214.48,269.96,149.95,180.17,268.48200000000000
arms,33567,,299.38,315.41,420.18,,,,,135.78,217.43,,515.98,,,142.55,187.77,,554.65,195.74,356.47,288.63,,,,587.69,,,364.27,,360.28,473.91,235.45,277.42,261.63,219.8,320.521
and,33568,,216.18,341.56,267.43,,,,,156.75,198.35,,413.74,,,94.31,171.35,,220.4,190.05,310.54,261.48,,,,306.64,,,326.33,,274.35,243.76,181.65,247.61,229.17,168.73,241.01900000000000
automatic,33569,,221.12,324.92,354.94,,,,,127.13,200.67,,618.38,,,587.37,216.4,,243.96,173.65,277.94,300.95,,,,218.14,,,243.07,,284.52,254.02,213.22,196.43,156.67,181.7,269.76000000000000
"weapons,",33570,,228.69,375.03,236.93,,,,,124.2,482.91,,438.66,,,138.42,205.32,,334.19,210.63,408.13,284.42,,,,447.07,,,261.29,,302.64,426.79,178.2,238.71,207.08,181.33,285.53200000000000
I,33571,,244.26,363.7,295.19,,,,,150.6,204.83,,360.57,,,127.48,199.54,,530.89,199.56,500.78,470.57,,,,299.63,,,252.75,,310.14,258.12,183.14,232.96,203.98,156.93,277.28100000000000
heard,33572,,222.43,349.76,435.96,,,,,134.28,193.75,,378.66,,,124.54,169.83,,247.38,193.88,363.91,245.77,,,,352.43,,,313.65,,333.56,318.92,190.83,227.19,222.24,183.26,260.1115
the,33573,,238.0,301.15,245.9,,,,,139.32,371.96,,343.29,,,142.88,174.87,,252.18,196.14,277.91,642.63,,,,359.77,,,331.71,,274.33,209.02,214.46,210.72,165.84,182.89,263.74850000000000
thumping,33574,,208.27,332.55,320.1,,,,,152.37,216.69,,606.76,,,102.57,195.8,,289.07,182.41,328.12,308.26,,,,289.81,,,232.51,,292.43,253.98,203.37,239.64,194.82,150.6,255.00650000000000
of,33575,,213.16,321.35,282.24,,,,,162.74,213.57,,312.41,,,86.37,158.07,,429.89,198.05,300.84,363.71,,,,382.61,,,298.7,,289.25,250.83,189.65,249.86,173.06,174.27,252.53150000000000
mortars.,33576,,210.09,403.45,276.35,,,,,149.05,202.54,,2122.43,,,123.5,208.46,,285.16,192.35,356.26,285.74,,,,293.98,,,282.16,,318.04,439.68,165.3,214.79,178.12,179.25,344.33500000000000
Then,33577,,230.61,342.92,320.42,,,,,126.85,190.94,,1438.36,,,162.95,151.75,,371.65,204.99,309.61,319.0,,,,316.72,,,256.77,,319.36,288.65,180.63,315.09,201.06,260.77,315.4550000000000
the,33578,,206.21,1102.37,282.57,,,,,131.85,182.5,,318.75,,,157.23,191.43,,400.33,191.26,349.07,265.1,,,,254.86,,,237.59,,297.45,197.43,164.27,284.5,151.84,211.55,278.908
lights,33579,,232.49,932.55,236.68,,,,,144.9,214.21,,384.83,,,119.57,153.72,,298.38,206.91,412.41,544.59,,,,299.74,,,463.79,,334.31,551.3,214.16,278.63,178.17,192.51,319.69250000000000
went,33580,,210.64,288.39,342.89,,,,,136.64,211.08,,416.24,,,154.04,180.03,,247.15,195.78,353.06,319.69,,,,416.52,,,207.06,,351.07,230.4,171.06,280.82,207.16,176.16,254.794
out.,33581,,199.58,333.16,278.27,,,,,141.65,248.04,,348.83,,,116.33,131.63,,244.03,206.12,395.09,369.77,,,,396.49,,,269.66,,262.39,213.96,160.05,242.98,164.14,213.09,246.76300000000000
This,33582,,209.42,268.12,218.45,,,,,125.1,204.55,,331.57,,,128.88,197.6,,435.0,165.36,284.52,405.9,,,,278.04,,,271.3,,296.06,226.43,151.42,258.03,166.13,310.98,246.64300000000000
was,33583,,222.38,971.57,295.36,,,,,143.45,246.82,,336.38,,,117.92,183.88,,196.85,175.7,387.13,338.52,,,,264.2,,,286.82,,332.8,194.04,207.11,238.84,163.11,238.4,277.06400000000000
my,33584,,197.92,239.34,268.18,,,,,135.18,179.7,,285.12,,,104.33,183.52,,239.15,172.22,362.5,231.26,,,,239.7,,,243.62,,281.58,212.28,171.99,233.11,165.45,176.69,216.142
second,33585,,168.26,305.55,243.71,,,,,132.19,275.34,,351.27,,,88.14,236.16,,646.33,193.28,372.49,278.78,,,,305.93,,,261.83,,259.76,161.25,168.97,211.27,194.46,189.66,252.2315
day,33586,,205.23,289.01,285.93,,,,,145.24,269.47,,294.66,,,335.75,190.42,,327.93,187.53,361.21,248.94,,,,281.43,,,245.35,,315.25,187.58,350.0,224.2,172.7,189.27,255.35500000000000
in,33587,,210.12,293.81,264.04,,,,,120.96,236.94,,339.45,,,100.5,190.02,,268.68,163.17,315.25,165.84,,,,275.54,,,234.21,,261.35,219.22,181.41,247.83,137.73,196.87,221.147
"Vientiane,",33588,,191.08,234.67,3303.58,,,,,112.44,302.55,,3151.41,,,124.25,197.62,,204.2,189.48,293.31,256.18,,,,293.71,,,260.47,,308.86,202.79,156.99,220.69,174.75,199.14,518.9085000000000
the,33589,,334.72,652.83,297.78,,,,,360.13,862.04,,386.53,,,118.62,183.91,,942.48,213.11,1426.12,229.07,,,,498.55,,,1067.94,,764.35,597.04,191.37,2708.21,307.79,201.48,617.2035
administrative,33590,,397.41,651.14,382.55,,,,,314.2,300.65,,665.86,,,137.08,655.58,,268.96,146.02,631.89,1332.59,,,,855.07,,,562.26,,453.69,230.73,1623.0,672.03,171.16,235.7,534.3785
capital,33591,,255.43,399.4,293.93,,,,,132.26,372.05,,408.8,,,190.1,243.85,,644.46,177.76,358.81,463.8,,,,490.95,,,427.99,,394.32,398.27,412.38,438.92,352.19,197.93,352.68
of,33592,,252.23,673.39,250.67,,,,,169.32,288.77,,301.45,,,149.76,254.05,,390.05,214.77,344.85,447.06,,,,359.44,,,403.23,,356.23,264.26,201.05,280.86,255.58,216.24,303.663
"Laos,",33593,,217.14,866.89,2959.59,,,,,134.36,269.58,,1092.83,,,229.43,242.92,,261.4,195.63,1120.25,456.96,,,,401.51,,,397.19,,318.31,215.82,163.33,210.97,172.4,213.13,506.98200000000000
and,33594,,270.08,1289.52,357.6,,,,,147.4,285.1,,920.41,,,389.03,293.11,,580.9,205.95,409.13,933.5,,,,331.44,,,359.15,,328.4,428.7,173.64,1055.96,177.42,218.09,457.72650000000000
my,33595,,213.53,1308.83,271.7,,,,,123.1,279.2,,377.64,,,132.31,241.94,,603.92,208.25,365.78,473.36,,,,400.19,,,369.21,,525.15,203.99,162.67,299.59,158.38,215.03,346.6885000000000
thoughts,33596,,234.51,314.75,455.19,,,,,141.48,193.4,,422.33,,,137.41,244.18,,1005.57,181.17,359.78,419.22,,,,298.24,,,317.86,,574.93,198.25,165.04,219.02,160.77,195.9,311.95000000000000
were,33597,,220.73,452.79,227.81,,,,,117.14,211.64,,325.59,,,86.43,214.4,,502.61,196.77,345.82,311.84,,,,335.01,,,367.99,,315.34,208.58,367.36,402.6,155.05,190.25,277.7875
none,33598,,212.26,281.41,331.28,,,,,119.54,296.61,,450.29,,,195.5,187.32,,3693.77,151.07,273.24,247.32,,,,315.71,,,332.64,,293.38,205.5,140.02,228.57,197.4,189.87,417.13500000000000
too,33599,,249.18,395.57,288.06,,,,,138.01,229.45,,342.85,,,133.84,210.91,,349.4,206.78,291.37,348.13,,,,293.81,,,345.39,,370.18,223.72,451.68,260.16,199.67,181.49,275.4825
brave.,33600,,374.11,509.54,412.84,,,,,135.03,380.98,,406.3,,,114.88,175.86,,324.81,187.69,280.17,267.52,,,,314.68,,,304.79,,326.89,207.35,208.29,227.65,193.99,213.1,278.3235000000000
Where,33601,,231.53,332.08,307.29,,,,,105.1,489.02,,404.99,,,141.05,236.39,,216.82,165.64,300.08,831.91,,,,254.87,,,293.08,,336.33,446.49,236.36,245.44,267.84,188.39,301.53500000000000
was,33602,,255.09,648.88,266.7,,,,,272.88,325.55,,1254.93,,,148.74,174.63,,861.72,178.59,371.51,926.61,,,,323.73,,,305.92,,365.09,219.05,206.68,242.33,299.37,171.98,390.9990000000000
my,33603,,211.92,309.11,282.27,,,,,147.06,351.64,,370.28,,,148.44,435.65,,292.29,199.55,344.18,287.76,,,,349.82,,,305.34,,343.07,210.56,200.92,236.49,224.14,177.03,271.37600000000000
flashlight?,33604,,216.89,484.56,236.37,,,,,122.75,391.04,,502.94,,,148.11,229.57,,225.09,185.83,631.64,236.5,,,,2165.19,,,296.83,,646.49,295.57,219.2,742.77,375.76,174.02,426.35600000000000
Where,33605,,218.67,565.89,259.24,,,,,298.22,291.06,,488.32,,,134.14,212.59,,263.81,195.74,376.56,403.16,,,,331.96,,,271.67,,276.81,254.62,402.36,223.77,203.98,1490.59,358.158
should,33606,,255.59,399.56,368.13,,,,,142.95,271.93,,340.81,,,147.24,289.53,,231.35,206.05,357.2,533.09,,,,288.76,,,783.16,,358.96,259.48,212.27,247.4,182.27,349.54,311.26350000000000
I,33607,,204.47,425.53,220.79,,,,,158.65,295.43,,300.17,,,162.86,198.33,,334.96,200.31,479.23,697.59,,,,237.5,,,373.86,,241.08,243.01,177.24,244.24,173.9,220.92,279.5035
go?,33608,,246.76,360.83,252.33,,,,,153.02,260.23,,288.98,,,157.2,232.64,,235.7,186.57,513.11,429.73,,,,247.76,,,274.63,,331.22,261.23,190.24,238.43,154.91,228.49,262.20050000000000
To,33609,,221.79,287.15,235.4,,,,,115.05,251.23,,298.59,,,132.6,213.1,,381.23,137.84,407.59,539.84,,,,372.11,,,302.86,,305.99,284.29,181.46,224.2,143.53,235.61,263.573
my,33610,,221.4,379.96,269.62,,,,,149.47,232.14,,415.4,,,137.69,178.06,,244.55,350.9,260.21,384.24,,,,336.86,,,310.36,,305.46,214.46,197.08,215.77,175.28,221.82,260.03650000000000
room?,33611,,212.93,323.29,333.09,,,,,141.17,215.72,,380.05,,,142.68,215.05,,246.76,190.26,539.72,263.57,,,,269.55,,,277.75,,344.9,219.4,175.4,236.66,180.27,221.46,256.48400000000000
Better,33612,,204.07,615.46,331.92,,,,,137.92,246.86,,357.11,,,120.83,248.87,,370.8,181.5,311.49,398.36,,,,263.1,,,345.96,,391.52,255.38,184.97,256.97,374.21,225.72,291.15100000000000
stay,33613,,238.29,307.8,312.72,,,,,142.92,203.72,,343.14,,,131.18,205.79,,287.54,205.12,358.9,432.41,,,,278.58,,,409.34,,286.87,548.29,200.65,469.84,194.9,465.28,301.164
in,33614,,208.57,307.19,242.79,,,,,134.64,221.95,,318.53,,,136.26,226.65,,228.35,223.35,280.99,311.65,,,,256.8,,,277.97,,243.66,275.31,170.88,277.0,389.23,200.56,246.61650000000000
the,33615,,189.49,266.64,245.01,,,,,131.66,229.58,,336.66,,,141.33,218.25,,235.87,190.96,275.13,239.05,,,,237.62,,,256.13,,541.92,149.49,207.91,263.14,156.48,194.8,235.356
hotel,33616,,229.13,370.16,255.23,,,,,152.76,229.13,,365.42,,,109.0,183.16,,206.14,214.58,341.31,385.27,,,,239.82,,,452.99,,300.97,205.19,124.82,214.68,174.88,205.1,247.98700000000000
"lobby,",33617,,252.65,462.83,332.06,,,,,147.08,260.72,,471.44,,,148.78,174.83,,432.43,211.49,380.7,584.6,,,,618.09,,,305.54,,300.41,175.47,135.26,235.63,171.82,185.98,299.3905000000000
where,33618,,209.5,446.1,288.81,,,,,130.76,212.17,,374.65,,,116.43,179.81,,351.68,184.4,380.03,375.65,,,,262.36,,,361.04,,347.86,204.46,100.31,245.82,176.86,209.62,257.916
the,33619,,206.49,351.96,309.66,,,,,143.78,225.1,,307.33,,,126.85,227.47,,535.07,216.09,328.69,404.34,,,,429.93,,,307.05,,299.27,190.76,2708.01,258.71,189.82,182.53,397.4455
walls,33620,,211.36,447.37,285.09,,,,,151.52,224.67,,418.8,,,131.87,235.02,,235.49,196.97,341.45,230.33,,,,285.22,,,290.48,,320.03,214.39,375.84,295.56,165.47,118.17,258.755
looked,33621,,240.29,315.93,225.87,,,,,199.18,240.25,,375.37,,,112.95,213.2,,221.73,167.3,332.78,373.84,,,,479.3,,,327.35,,290.12,219.32,732.47,332.33,154.44,192.61,287.3315
good,33622,,250.5,326.03,225.43,,,,,137.52,210.46,,332.04,,,139.38,210.13,,405.31,204.25,345.52,402.58,,,,321.23,,,308.1,,326.98,178.9,368.63,321.11,148.78,216.26,268.957
and,33623,,247.43,274.77,377.03,,,,,177.19,231.45,,336.82,,,131.03,207.09,,391.26,198.5,328.92,396.53,,,,451.25,,,411.49,,355.68,194.5,165.37,347.18,148.5,197.14,278.4565
thick.,33624,,244.27,324.95,237.69,,,,,190.2,238.96,,381.53,,,136.1,180.01,,246.61,192.83,365.7,406.52,,,,303.81,,,344.13,,277.7,196.76,154.32,258.62,188.15,199.41,253.41350000000000
Chinese,33625,,189.94,307.73,252.72,,,,,144.11,227.52,,500.38,,,156.8,195.31,,231.67,200.0,348.35,279.73,,,,284.1,,,308.21,,343.25,315.95,142.71,278.95,179.46,209.32,254.81050000000000
and,33626,,349.55,371.13,313.61,,,,,151.88,235.09,,363.49,,,143.14,221.58,,255.21,202.3,371.72,345.87,,,,470.26,,,371.63,,286.69,270.09,438.4,385.09,259.06,222.26,301.40250000000000
Indian,33627,,172.94,311.87,211.68,,,,,167.56,213.25,,405.53,,,118.85,221.16,,356.04,188.61,360.38,465.28,,,,509.47,,,224.34,,299.47,341.62,184.35,256.46,274.6,245.86,276.46600000000000
merchants,33628,,249.92,463.27,376.64,,,,,180.55,218.22,,919.47,,,129.24,172.69,,534.09,196.19,1538.44,608.51,,,,476.57,,,351.93,,322.95,212.96,167.99,461.33,188.77,216.07,399.29000000000000
across,33629,,326.83,358.46,269.31,,,,,156.12,255.17,,456.7,,,118.29,257.71,,634.58,206.52,325.39,436.78,,,,374.48,,,311.32,,301.02,177.94,196.98,276.5,172.33,189.02,290.0725
the,33630,,243.56,328.55,300.83,,,,,150.5,228.03,,325.26,,,136.75,209.18,,516.13,224.75,327.49,310.76,,,,603.15,,,302.73,,308.52,206.9,167.3,254.69,177.34,212.61,276.75150000000000
street,33631,,301.78,349.3,244.31,,,,,166.2,227.57,,335.34,,,133.8,222.11,,3781.9,224.32,292.18,294.19,,,,300.81,,,294.22,,283.93,187.85,164.25,235.57,198.32,217.56,422.7755
were,33632,,229.23,412.63,246.49,,,,,163.18,235.19,,596.08,,,138.82,213.66,,2661.44,167.95,328.97,299.01,,,,260.26,,,315.01,,910.07,211.43,158.55,213.78,184.6,206.5,407.64250000000000
slamming,33633,,228.8,377.31,251.32,,,,,173.49,229.39,,413.7,,,138.53,202.65,,454.66,140.92,333.72,394.49,,,,459.77,,,213.07,,356.57,184.35,320.94,258.72,160.22,195.39,274.4005
their,33634,,252.34,342.0,376.25,,,,,154.53,220.95,,402.37,,,138.21,172.88,,491.17,244.6,338.53,324.42,,,,490.96,,,442.04,,302.64,248.02,203.04,255.56,162.62,181.7,287.24150000000000
steel,33635,,257.26,365.38,244.92,,,,,180.89,188.51,,372.3,,,159.22,209.86,,343.68,174.83,335.24,686.51,,,,279.44,,,315.9,,342.12,212.84,389.32,252.39,380.96,197.29,294.443
shutters.,33636,,350.11,559.37,311.13,,,,,140.51,292.1,,633.02,,,153.61,198.78,,223.06,179.82,355.95,416.06,,,,305.6,,,254.04,,333.45,177.83,188.68,257.31,204.26,207.68,287.1185000000000
Hotel,33637,,247.6,339.12,256.69,,,,,182.48,448.62,,540.79,,,131.6,248.7,,332.5,229.75,362.64,326.49,,,,253.85,,,426.4,,324.27,211.26,219.58,213.58,227.25,230.78,287.6975
attendants,33638,,220.46,367.84,301.56,,,,,158.12,181.17,,1019.89,,,176.69,253.51,,1001.25,213.27,428.7,315.23,,,,450.65,,,297.68,,558.35,152.25,219.19,202.53,178.82,222.36,345.976
pulled,33639,,244.03,372.48,236.95,,,,,184.48,252.73,,351.58,,,165.7,210.39,,706.33,186.2,331.9,653.28,,,,359.21,,,310.48,,352.12,154.57,402.76,508.83,191.79,197.87,318.68400000000000
parked,33640,,416.9,425.18,239.17,,,,,136.13,233.66,,718.93,,,154.67,207.35,,449.16,217.88,400.65,553.57,,,,377.29,,,365.94,,303.44,332.89,188.71,235.93,351.44,224.14,326.6515
bicycles,33641,,333.48,488.47,497.44,,,,,173.15,203.87,,592.48,,,205.01,228.29,,309.77,198.75,410.64,291.27,,,,550.01,,,898.63,,278.91,193.65,188.35,270.17,182.78,255.75,337.5435
into,33642,,362.26,389.0,637.89,,,,,170.12,262.16,,439.44,,,167.29,291.79,,725.2,225.02,335.3,368.11,,,,709.09,,,350.52,,313.11,171.9,539.99,261.71,182.41,220.63,356.147
the,33643,,308.29,388.3,239.49,,,,,143.11,245.68,,313.41,,,308.29,232.62,,286.69,216.58,404.05,348.81,,,,371.86,,,333.86,,291.16,344.88,192.44,229.2,158.09,228.19,279.25000000000000
lobby.,33644,,299.74,339.63,241.76,,,,,150.85,194.55,,475.52,,,187.75,186.81,,259.51,205.57,421.96,316.13,,,,304.55,,,242.64,,288.04,224.28,400.04,220.77,176.43,203.79,267.016
A,33645,,256.06,330.43,243.45,,,,,144.84,276.33,,346.0,,,160.34,202.14,,255.64,188.79,335.1,317.69,,,,359.38,,,287.02,,766.76,343.47,204.36,278.53,247.71,210.88,287.746
